Bin Center,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,Kras 5 week 1ug,Kras 5 week 1ug,Kras 5 week 1ug,Kras 5 week 1ug,Kras 5 week 1ug,Kras 5 week 1ug,Het Hom 5 wk,Het Hom 5 wk,Het Hom 5 wk,Het Hom 5 wk,Het Hom 5 wk,Het Hom 5 wk,Kras EA2 7 days,Kras EA2 7 days,Kras EA2 7 days,Kras EA2 7 days,Kras EA2 7 days,Kras EA2 7 days
67600,0,0.010586,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0.0071618,0,,0,0,0,0,,
67800,0,0,0,0,,,0,0.01914931,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0.013609,,
68000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
68200,0,0,0,0.021024405,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
68400,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0.01109047,0,0,,0,0,0,0,,
68600,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0.0071618,0,,0.011305,0.013463,0,0.013609,,
68800,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
69000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
69200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0.013609,,
69400,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0.013463,0,0,,
69600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0,,
69800,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0.016353,0,,
70000,0,0.010586,0.01796,0.010512203,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
70200,0.041326,0.010586,0,0.010512203,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
70400,0,0.021172,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0.013609,,
70600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
70800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
71000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
71200,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
71400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
71600,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0.0141196,,0,0,0,0,,
71800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.027219,,
72000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0,,
72200,0.041326,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0.0141196,,0,0,0.008176,0,,
72400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
72600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
72800,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0,0,0.0071618,0,,0,0,0,0.013609,,
73000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
73200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
73400,0.041326,0,0,0,,,0,0,0,0,0.00814326,0,0,0,0,0.0071618,0,,0,0,0,0.013609,,
73600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
73800,0,0.010586,0,0,,,0,0,0,0,0,0,0,0.02584939,0,0,0.0141196,,0,0,0.008176,0.013609,,
74000,0.041326,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
74200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
74400,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.008176,0,,
74600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
74800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.011305,0,0,0,,
75000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
75200,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0.0071618,0,,0,0,0,0,,
75400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
75600,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
75800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.008176,0,,
76000,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
76200,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0.0129247,0,0.0071618,0,,0,0,0,0,,
76400,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
76600,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.008176,0.013609,,
76800,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
77000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0.013463,0,0.013609,,
77200,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
77400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
77600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0282392,,0,0,0.008176,0,,
77800,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
78000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
78200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
78400,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0.0141196,,0,0.013463,0,0,,
78600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
78800,0.041326,0,0.01796,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0.0141196,,0,0,0,0,,
79000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
79200,0,0.010586,0,0,,,0,0,0,0,0.00814326,0,0,0,0,0,0,,0,0.013463,0,0,,
79400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
79600,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
79800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
80000,0,0,0,0,,,0,0,0,0,0.00814326,0,0,0,0,0,0,,0.011305,0,0,0,,
80200,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0.01432359,0,,0,0.013463,0,0,,
80400,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
80600,0.041326,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0,,0,0,0,0,,
80800,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
81000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0,,
81200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
81400,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
81600,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0.013463,0,0.013609,,
81800,0,0,0,0.021024405,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0.008176,0.013609,,
82000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
82200,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
82400,0,0,0.01796,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
82600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0.013463,0,0,,
82800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.011305,0,0,0,,
83000,0,0.021172,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
83200,0,0,0,0,,,0,0.01914931,0,0,0,0,0,0,0,0.0071618,0.0141196,,0,0,0.008176,0,,
83400,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
83600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0.013609,,
83800,0,0.010586,0,0,,,0,0,0,0,0.00814326,0,0,0,0,0,0,,0,0,0,0.013609,,
84000,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0.008176,0,,
84200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
84400,0,0.010586,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
84600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
84800,0.041326,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
85000,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
85200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
85400,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
85600,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
85800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
86000,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0.0141196,,0,0,0,0,,
86200,0,0,0,0,,,0,0.01914931,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
86400,0,0,0,0,,,0,0.01914931,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
86600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
86800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
87000,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
87200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
87400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
87600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
87800,0,0,0,0.021024405,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
88000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
88200,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
88400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
88600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.026926,0,0,,
88800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
89000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
89200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
89400,0,0,0,0,,,0,0,0,0,0,0.02975501,0,0,0,0,0,,0,0,0,0,,
89600,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0.013609,,
89800,0,0.010586,0,0,,,0,0,0,0.00774631,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
90000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
90200,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
90400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.008176,0,,
90600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.011305,0,0,0,,
90800,0,0,0,0,,,0,0,0.02347964,0,0,0,0,0,0,0,0,,0,0,0,0,,
91000,0.041326,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0.008176,0,,
91200,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0.026926,0.008176,0,,
91400,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0.01109047,0,0,,0,0,0.008176,0,,
91600,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
91800,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
92000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
92200,0.041326,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
92400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
92600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
92800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.008176,0,,
93000,0,0.010586,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
93200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
93400,0.041326,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
93600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
93800,0,0,0,0,,,0.081834238,0,0,0,0,0,0,0.0129247,0.01109047,0,0,,0,0,0.008176,0,,
94000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
94200,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0.013609,,
94400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
94600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
94800,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0.0141196,,0,0.013463,0.008176,0,,
95000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
95200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
95400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
95600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.01432359,0,,0,0,0,0.013609,,
95800,0.041326,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
96000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
96200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
96400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
96600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.011305,0,0,0,,
96800,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
97000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
97200,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
97400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
97600,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0.01109047,0,0,,0,0,0,0,,
97800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0.013463,0,0,,
98000,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
98200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
98400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
98600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
98800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
99000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
99200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
99400,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
99600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
99800,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0.0071618,0,,0,0,0,0,,
100000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
100200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0.013609,,
100400,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0.011305,0,0,0.013609,,
100600,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0.013609,,
100800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
101000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0.011305,0,0,0,,
101200,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
101400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
101600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0.013609,,
101800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
102000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
102200,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
102400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
102600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
102800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
103000,0,0.010586,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
103200,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0.0141196,,0,0,0,0,,
103400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
103600,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
103800,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0,,0,0,0,0,,
104000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
104200,0,0,0,0,,,0,0,0,0,0,0.02975501,0,0,0,0.0071618,0,,0,0,0.008176,0,,
104400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
104600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
104800,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
105000,0,0,0,0,,,0,0.01914931,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
105200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
105400,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
105600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
105800,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0.013609,,
106000,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
106200,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
106400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
106600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
106800,0,0,0,0,,,0,0.01914931,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
107000,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
107200,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
107400,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
107600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.01432359,0,,0,0,0,0,,
107800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
108000,0,0.010586,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0.008176,0,,
108200,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
108400,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
108600,0.041326,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
108800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
109000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
109200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
109400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
109600,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
109800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
110000,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
110200,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
110400,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0,,0,0,0,0,,
110600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0,,
110800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
111000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
111200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
111400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
111600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0.013609,,
111800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
112000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
112200,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
112400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
112600,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
112800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
113000,0,0.010586,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
113200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
113400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
113600,0,0,0,0,,,0,0,0,0,0.00814326,0,0,0,0,0,0,,0,0,0,0,,
113800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.011305,0,0.008176,0,,
114000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
114200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
114400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
114600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0.013463,0,0,,
114800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
115000,0.041326,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.011305,0,0,0,,
115200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
115400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
115600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
115800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
116000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
116200,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
116400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
116600,0,0.010586,0,0,,,0,0,0,0,0.00814326,0,0,0,0,0,0,,0,0,0,0,,
116800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
117000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
117200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
117400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
117600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
117800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0.011305,0,0,0,,
118000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
118200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
118400,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
118600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
118800,0,0,0,0,,,0,0.01914931,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
119000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
119200,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0,,0,0,0,0.013609,,
119400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
119600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.008176,0,,
119800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.008176,0,,
120000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
120200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
120400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
120600,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0.008176,0,,
120800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
121000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
121200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
121400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
121600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
121800,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
122000,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0.02148539,0,,0,0,0,0,,
122200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
