Bin Center,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,Kras 5 week 1ug,Kras 5 week 1ug,Kras 5 week 1ug,Kras 5 week 1ug,Kras 5 week 1ug,Kras 5 week 1ug,Het Hom 5 wk,Het Hom 5 wk,Het Hom 5 wk,Het Hom 5 wk,Het Hom 5 wk,Het Hom 5 wk,Kras EA2 7 days,Kras EA2 7 days,Kras EA2 7 days,Kras EA2 7 days,Kras EA2 7 days,Kras EA2 7 days
25000,0.041326,0.010586,0,0.021024405,,,0,0.01914931,0,0,0,0.02975501,0.06266385,0.0129247,0.04436189,0.01432359,0.0141196,,0.011305,0.013463,0.040882,0.040828,,
25200,0,0.021172,0,0.010512203,,,0,0.03829863,0,0,0,0.02975501,0,0.02584939,0.03327142,0.02148539,0,,0,0.013463,0.008176,0,,
25400,0.041326,0.010586,0.035919,0.021024405,,,0,0,0,0.00774631,0.00814326,0,0,0.0129247,0.01109047,0.01432359,0.0564784,,0,0,0.016353,0.013609,,
25600,0.041326,0.042344,0.053879,0.021024405,,,0,0.01914931,0,0.00774631,0.00814326,0.02975501,0,0,0,0.01432359,0.0423588,,0.033915,0.013463,0,0.013609,,
25800,0,0,0.035919,0.031536608,,,0,0,0,0,0.00814326,0,0,0.0129247,0.04436189,0.0071618,0.0141196,,0.011305,0,0,0,,
26000,0,0,0.01796,0,,,0,0,0,0,0,0.02975501,0,0,0.02218095,0.02148539,0.0141196,,0.011305,0,0.008176,0,,
26200,0.041326,0.031758,0.01796,0.010512203,,,0,0,0,0,0,0,0.03133192,0,0.01109047,0.01432359,0,,0.011305,0.013463,0.008176,0.027219,,
26400,0,0.021172,0.01796,0.021024405,,,0,0,0,0,0.01628651,0,0,0.0129247,0,0.02148539,0.0423588,,0,0.026926,0,0.027219,,
26600,0,0,0.071839,0.021024405,,,0,0.01914931,0,0.00774631,0.00814326,0,0,0.02584939,0.01109047,0.02864718,0,,0.011305,0,0,0.013609,,
26800,0.041326,0.021172,0.01796,0,,,0,0,0,0.00774631,0.00814326,0.02975501,0.03133192,0.03877409,0.03327142,0.0071618,0.0423588,,0,0,0.008176,0.027219,,
27000,0.041326,0.010586,0.01796,0.021024405,,,0,0,0,0.00774631,0,0.02975501,0,0,0.03327142,0.01432359,0,,0.011305,0,0.008176,0,,
27200,0,0.010586,0,0.010512203,,,0,0,0,0,0.00814326,0,0,0.0129247,0,0,0.0282392,,0,0,0.008176,0.040828,,
27400,0.041326,0.021172,0,0,,,0,0,0,0,0,0,0,0.02584939,0.01109047,0.01432359,0.0141196,,0,0.013463,0.016353,0.013609,,
27600,0,0.010586,0,0,,,0,0.01914931,0,0,0,0.02975501,0.03133192,0.0129247,0.02218095,0.0071618,0,,0,0.013463,0.032705,0.013609,,
27800,0,0.010586,0.035919,0,,,0,0,0,0.03098522,0.00814326,0,0.03133192,0.02584939,0.02218095,0.0071618,0.0282392,,0.011305,0.013463,0.008176,0,,
28000,0,0.021172,0.01796,0.021024405,,,0,0.01914931,0,0,0,0,0,0.02584939,0.03327142,0.02864718,0,,0,0,0.008176,0.027219,,
28200,0,0.010586,0.01796,0.010512203,,,0,0,0,0.02323892,0.00814326,0,0,0,0.01109047,0.0071618,0.0141196,,0.011305,0.026926,0.008176,0.013609,,
28400,0,0.010586,0.035919,0.010512203,,,0,0,0,0,0.00814326,0,0.03133192,0.05169878,0.02218095,0.02148539,0.0282392,,0,0,0,0.013609,,
28600,0,0.031758,0,0.021024405,,,0,0,0,0,0,0,0,0.02584939,0.02218095,0.02864718,0.0141196,,0,0.013463,0.008176,0,,
28800,0,0.021172,0,0.010512203,,,0,0,0.02347964,0.00774631,0,0,0,0.02584939,0.01109047,0.0071618,0.0282392,,0.011305,0,0,0.027219,,
29000,0,0.010586,0.035919,0,,,0,0,0,0.00774631,0,0,0.03133192,0,0.02218095,0.01432359,0.0282392,,0,0.026926,0.016353,0.013609,,
29200,0.041326,0,0.01796,0.010512203,,,0,0,0,0.00774631,0,0.02975501,0,0,0.01109047,0.01432359,0,,0.02261,0,0.016353,0,,
29400,0,0.021172,0,0.010512203,,,0,0,0,0,0,0,0,0.02584939,0.03327142,0,0,,0,0,0.016353,0,,
29600,0,0.021172,0.01796,0.010512203,,,0,0,0,0,0.00814326,0,0.03133192,0.0129247,0.02218095,0.0071618,0,,0,0.013463,0.008176,0.054438,,
29800,0,0,0,0.010512203,,,0,0,0,0.00774631,0,0,0,0,0.02218095,0,0,,0,0,0.008176,0,,
30000,0,0.010586,0,0.010512203,,,0,0,0,0,0.00814326,0,0.03133192,0,0.04436189,0.02148539,0,,0,0.026926,0.016353,0,,
30200,0,0.010586,0,0,,,0,0,0,0.00774631,0.00814326,0.02975501,0.03133192,0,0.02218095,0,0.0282392,,0,0,0,0,,
30400,0,0.010586,0.01796,0.010512203,,,0,0,0,0.00774631,0,0,0,0,0.02218095,0.0071618,0,,0.011305,0.013463,0.016353,0,,
30600,0,0,0.01796,0,,,0,0.01914931,0,0,0.00814326,0,0,0,0.01109047,0.02864718,0.0141196,,0,0.013463,0.008176,0,,
30800,0,0.010586,0.01796,0.021024405,,,0,0.03829863,0,0,0,0,0.03133192,0.0129247,0,0.01432359,0,,0,0.053853,0.008176,0.013609,,
31000,0,0.042344,0,0.010512203,,,0,0,0.02347964,0,0.00814326,0,0.09399577,0.02584939,0,0.0071618,0.0141196,,0.011305,0,0.016353,0.027219,,
31200,0,0.010586,0,0,,,0.081834238,0,0,0.01549261,0,0,0.06266385,0,0.01109047,0.01432359,0.0141196,,0,0,0.008176,0.013609,,
31400,0,0.010586,0.01796,0.021024405,,,0,0,0,0.00774631,0,0,0.06266385,0.02584939,0.02218095,0.01432359,0.0282392,,0,0,0,0.013609,,
31600,0,0,0,0,,,0,0.01914931,0,0.00774631,0,0,0,0,0,0.01432359,0.0282392,,0.011305,0,0.016353,0,,
31800,0,0.010586,0.035919,0.031536608,,,0,0,0,0,0,0,0,0.0129247,0,0,0.0141196,,0,0,0.008176,0,,
32000,0,0,0.01796,0.010512203,,,0,0,0,0,0,0,0,0.03877409,0.01109047,0.0071618,0.0282392,,0.011305,0,0,0.027219,,
32200,0,0.010586,0.01796,0.010512203,,,0,0.01914931,0,0.00774631,0.00814326,0,0,0.0129247,0.02218095,0.0071618,0.0423588,,0,0,0,0.040828,,
32400,0.041326,0,0,0.021024405,,,0,0.01914931,0,0.00774631,0.00814326,0,0.03133192,0.0129247,0.03327142,0,0.0141196,,0,0,0,0,,
32600,0,0,0,0.010512203,,,0,0,0,0.00774631,0.00814326,0,0,0,0,0.0071618,0,,0.011305,0.04039,0,0,,
32800,0,0.021172,0,0.021024405,,,0,0.01914931,0,0,0,0,0,0.02584939,0.01109047,0.0071618,0.0141196,,0.011305,0.013463,0,0,,
33000,0,0.010586,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0.0071618,0.0141196,,0,0.026926,0.008176,0,,
33200,0.041326,0.021172,0,0.010512203,,,0,0,0,0.00774631,0.00814326,0,0.03133192,0.02584939,0,0.0071618,0,,0,0,0.008176,0.027219,,
33400,0,0.021172,0,0,,,0,0,0,0,0.00814326,0,0,0,0.01109047,0,0,,0.011305,0,0,0,,
33600,0.041326,0.010586,0.035919,0,,,0,0,0,0.00774631,0.00814326,0,0.03133192,0,0.01109047,0.0071618,0,,0,0,0.016353,0,,
33800,0,0.010586,0.01796,0,,,0,0,0,0.00774631,0,0,0,0,0.02218095,0.0071618,0.0282392,,0,0.026926,0.008176,0,,
34000,0,0,0.01796,0.031536608,,,0,0,0,0,0,0,0,0.02584939,0.01109047,0,0,,0,0.04039,0,0.013609,,
34200,0,0,0.01796,0.010512203,,,0,0,0,0,0.00814326,0,0,0.0129247,0,0.0071618,0.0282392,,0,0.026926,0,0.013609,,
34400,0,0,0.01796,0.010512203,,,0,0,0,0.00774631,0,0.02975501,0,0,0.01109047,0.01432359,0.0282392,,0.011305,0.013463,0,0,,
34600,0,0.021172,0,0,,,0,0.01914931,0,0,0,0.02975501,0,0.0129247,0,0.0071618,0.0282392,,0,0,0.008176,0.013609,,
34800,0,0.010586,0,0.010512203,,,0,0,0,0,0,0,0.03133192,0,0,0.01432359,0.0282392,,0.011305,0,0.008176,0.013609,,
35000,0.041326,0.010586,0.01796,0.021024405,,,0,0,0,0,0.00814326,0,0,0.02584939,0,0,0,,0,0,0.008176,0,,
35200,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0.05169878,0.01109047,0.0071618,0,,0,0.013463,0,0.013609,,
35400,0,0.010586,0,0.010512203,,,0,0,0,0.00774631,0,0,0,0.0129247,0.03327142,0,0.0141196,,0,0,0.016353,0.013609,,
35600,0,0.010586,0,0.021024405,,,0,0.01914931,0,0,0,0,0,0,0,0,0.0141196,,0,0,0.008176,0,,
35800,0,0.010586,0,0.010512203,,,0,0,0,0.00774631,0,0,0,0,0.01109047,0,0,,0.011305,0,0,0,,
36000,0.082653,0,0.01796,0,,,0,0,0,0.00774631,0,0,0,0.02584939,0.01109047,0,0.0423588,,0,0,0,0,,
36200,0,0.021172,0.01796,0,,,0,0,0,0,0,0,0,0,0.01109047,0.02864718,0,,0.02261,0,0,0.013609,,
36400,0,0.021172,0.01796,0,,,0,0,0,0,0,0,0,0.02584939,0,0,0.0141196,,0,0.026926,0,0.013609,,
36600,0,0,0,0.031536608,,,0,0.05744794,0,0.00774631,0,0,0,0,0,0.0071618,0.0282392,,0,0.013463,0.024529,0.027219,,
36800,0.041326,0,0,0.021024405,,,0,0,0,0.00774631,0.00814326,0,0,0.0129247,0,0,0,,0,0,0,0,,
37000,0,0.010586,0.01796,0.021024405,,,0,0,0,0,0,0,0,0.02584939,0,0,0.0141196,,0,0.013463,0,0.013609,,
37200,0.041326,0.010586,0.01796,0,,,0,0,0,0.00774631,0.00814326,0.02975501,0,0,0.01109047,0.0071618,0,,0,0.013463,0.008176,0,,
37400,0,0,0.035919,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0.0141196,,0,0.013463,0,0.027219,,
37600,0,0.010586,0,0,,,0,0,0,0,0,0,0,0.02584939,0.02218095,0.0071618,0,,0,0.04039,0,0,,
37800,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0.008176,0.013609,,
38000,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0.0071618,0,,0.011305,0.013463,0,0,,
38200,0,0,0,0,,,0,0,0,0,0,0,0,0,0.02218095,0.0071618,0.0141196,,0,0,0,0.013609,,
38400,0,0.031758,0,0.031536608,,,0,0,0,0,0,0,0,0.0129247,0,0.0071618,0.0282392,,0,0,0.024529,0,,
38600,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0.0282392,,0,0,0.016353,0.027219,,
38800,0,0.010586,0,0.021024405,,,0,0,0,0.00774631,0,0,0.03133192,0,0.01109047,0.0071618,0.0141196,,0,0,0.008176,0,,
39000,0,0,0,0,,,0,0,0,0,0,0.02975501,0,0,0.02218095,0.0071618,0,,0,0.013463,0,0,,
39200,0,0.010586,0.01796,0.010512203,,,0.081834238,0,0,0,0,0,0,0.02584939,0.01109047,0.02148539,0.0141196,,0,0.026926,0,0,,
39400,0.041326,0.021172,0.01796,0,,,0,0,0,0,0,0,0.03133192,0.02584939,0,0.0071618,0,,0,0.04039,0,0,,
39600,0,0,0,0.031536608,,,0,0,0,0,0,0,0,0,0.01109047,0,0.0141196,,0,0,0,0.013609,,
39800,0,0.021172,0,0,,,0,0,0,0,0.00814326,0,0.03133192,0.0129247,0.01109047,0.0071618,0,,0,0.013463,0,0.013609,,
40000,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0,,
40200,0,0,0,0.031536608,,,0,0,0,0,0,0,0,0,0,0.01432359,0.0141196,,0.011305,0,0,0.013609,,
40400,0,0.021172,0.035919,0,,,0,0,0,0,0.00814326,0,0,0.0129247,0.03327142,0.0071618,0.0141196,,0.02261,0,0,0,,
40600,0.041326,0.010586,0,0.010512203,,,0,0,0,0.00774631,0,0,0,0.02584939,0.01109047,0,0,,0,0.053853,0,0.013609,,
40800,0,0,0,0,,,0,0.01914931,0,0,0.00814326,0,0,0.0129247,0.01109047,0,0.0282392,,0,0,0,0,,
41000,0,0.010586,0,0.021024405,,,0,0,0,0,0,0,0,0,0.01109047,0.0071618,0.0282392,,0,0,0.008176,0.040828,,
41200,0,0,0.01796,0,,,0,0.01914931,0,0,0.00814326,0.02975501,0,0,0.02218095,0,0,,0,0,0,0.013609,,
41400,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0.02584939,0,0,0.0282392,,0.011305,0,0,0,,
41600,0,0,0.01796,0.010512203,,,0.081834238,0,0,0.00774631,0,0,0,0,0,0,0,,0,0.013463,0.008176,0,,
41800,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0.0129247,0,0.0071618,0,,0,0,0.008176,0.013609,,
42000,0,0,0,0,,,0,0,0,0,0,0.02975501,0,0,0.01109047,0.0071618,0,,0,0,0.008176,0.013609,,
42200,0,0,0.01796,0,,,0,0,0,0.00774631,0,0,0,0,0,0.0071618,0.0141196,,0.011305,0,0,0,,
42400,0.041326,0,0,0,,,0,0,0,0,0,0,0,0.02584939,0,0,0,,0.011305,0.013463,0,0,,
42600,0,0,0.01796,0.010512203,,,0,0,0,0,0,0.02975501,0,0,0.01109047,0,0,,0,0,0,0,,
42800,0,0.021172,0.01796,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0.027219,,
43000,0,0,0.01796,0,,,0,0,0,0,0.01628651,0,0,0.0129247,0.01109047,0.0071618,0.0141196,,0,0,0.016353,0,,
43200,0.041326,0,0,0.010512203,,,0,0,0,0,0,0,0.03133192,0,0,0,0,,0,0.013463,0,0.013609,,
43400,0,0.010586,0.01796,0.010512203,,,0,0,0,0,0.00814326,0,0,0,0,0.01432359,0,,0.011305,0.013463,0.024529,0,,
43600,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0.01109047,0,0,,0,0,0,0.013609,,
43800,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
44000,0.041326,0,0.01796,0,,,0,0,0,0,0,0,0,0.0129247,0,0.0071618,0.0141196,,0,0,0,0.027219,,
44200,0.041326,0.010586,0,0,,,0,0,0,0,0,0,0,0.0129247,0.01109047,0,0,,0,0.013463,0,0.040828,,
44400,0,0.010586,0,0,,,0,0,0.02347964,0.00774631,0.00814326,0,0,0,0.01109047,0.01432359,0,,0.011305,0,0,0.013609,,
44600,0,0.021172,0,0,,,0.081834238,0,0,0,0.00814326,0,0,0.0129247,0.01109047,0,0.0141196,,0,0.026926,0,0,,
44800,0,0.010586,0,0,,,0,0,0.02347964,0,0,0,0,0,0,0.0071618,0,,0.011305,0.013463,0.008176,0,,
45000,0,0.010586,0.01796,0,,,0,0,0,0,0,0,0,0.02584939,0.01109047,0.0071618,0,,0,0.013463,0,0,,
45200,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
45400,0,0,0,0.010512203,,,0,0,0,0,0,0.02975501,0,0.0129247,0.01109047,0.01432359,0,,0,0.013463,0.008176,0,,
45600,0,0,0,0,,,0,0,0,0,0.00814326,0,0,0.0129247,0.02218095,0,0.0141196,,0,0,0.008176,0,,
45800,0.041326,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0.01109047,0.0071618,0.0141196,,0,0.013463,0.016353,0,,
46000,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0.0282392,,0,0,0.008176,0.013609,,
46200,0,0,0,0,,,0,0.03829863,0,0,0,0,0.03133192,0,0.01109047,0,0,,0,0,0.016353,0.013609,,
46400,0.041326,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0.013463,0.008176,0.013609,,
46600,0,0,0.035919,0,,,0,0,0,0,0,0,0,0,0,0.01432359,0.0141196,,0.011305,0.013463,0,0,,
46800,0,0,0.01796,0,,,0,0,0,0.00774631,0,0,0,0,0,0.0071618,0,,0,0.026926,0,0,,
47000,0,0.021172,0.01796,0,,,0,0,0,0,0,0,0.03133192,0.0129247,0,0.01432359,0,,0,0.026926,0.008176,0,,
47200,0,0.010586,0.01796,0,,,0,0,0,0.00774631,0,0,0,0,0.01109047,0.01432359,0,,0,0,0,0.013609,,
47400,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0.0141196,,0.011305,0,0,0.013609,,
47600,0.041326,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0282392,,0,0,0,0.027219,,
47800,0,0.031758,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0.013609,,
48000,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0.01432359,0.0141196,,0,0.013463,0.008176,0.013609,,
48200,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
48400,0.041326,0,0,0.010512203,,,0,0.01914931,0,0.00774631,0,0,0,0,0.01109047,0,0,,0,0,0.008176,0.013609,,
48600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.02261,0,0,0,,
48800,0.041326,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0.01432359,0,,0,0,0.008176,0,,
49000,0,0.010586,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0,,0,0.013463,0,0,,
49200,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
49400,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0.0141196,,0,0,0.008176,0,,
49600,0.041326,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0.0141196,,0,0,0,0,,
49800,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0.01432359,0,,0,0.013463,0,0,,
50000,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
50200,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0.027219,,
50400,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0.01109047,0.0071618,0,,0,0,0,0.013609,,
50600,0,0.010586,0,0.010512203,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0.013463,0,0,,
50800,0,0,0,0,,,0,0,0,0,0,0,0,0,0.02218095,0.0071618,0.0141196,,0,0.013463,0,0.013609,,
51000,0.041326,0,0.035919,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0,,0,0,0,0.040828,,
51200,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
51400,0,0,0.01796,0.010512203,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0.013463,0,0.013609,,
51600,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0.013609,,
51800,0.041326,0,0,0.010512203,,,0,0,0,0,0,0,0,0.02584939,0,0,0,,0,0,0,0.013609,,
52000,0,0,0,0,,,0,0,0,0.00774631,0,0,0,0,0.02218095,0,0,,0,0.013463,0,0,,
52200,0,0.010586,0,0.010512203,,,0,0,0,0,0,0,0,0.02584939,0,0.0071618,0.0141196,,0,0,0,0,,
52400,0,0.010586,0,0.010512203,,,0,0,0,0,0,0,0,0.0129247,0,0.02864718,0,,0,0,0,0.027219,,
52600,0,0.021172,0,0,,,0,0,0,0.00774631,0,0,0.03133192,0,0,0,0.0141196,,0,0,0,0,,
52800,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0.013463,0.008176,0.027219,,
53000,0.041326,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0282392,,0,0,0,0,,
53200,0,0.010586,0,0.010512203,,,0,0,0,0,0.00814326,0.02975501,0,0,0,0.0071618,0,,0.011305,0,0.008176,0,,
53400,0,0.010586,0,0,,,0,0,0,0,0,0,0.03133192,0.0129247,0,0,0,,0,0,0,0,,
53600,0,0.010586,0,0,,,0,0,0,0,0,0,0,0.0129247,0.01109047,0.0071618,0,,0,0.013463,0.016353,0,,
53800,0,0,0,0,,,0,0,0,0.00774631,0.00814326,0,0,0,0.01109047,0.01432359,0,,0,0,0,0,,
54000,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0.008176,0,,
54200,0,0.010586,0,0.010512203,,,0,0,0,0,0,0,0.03133192,0,0,0.0071618,0,,0,0,0,0,,
54400,0,0,0.01796,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
54600,0,0.010586,0,0.021024405,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0.013609,,
54800,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
55000,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0.0071618,0.0141196,,0,0,0,0,,
55200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
55400,0,0.021172,0.01796,0.021024405,,,0,0,0,0,0,0,0,0.0129247,0,0,0.0141196,,0,0,0,0,,
55600,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0.0071618,0,,0,0,0,0,,
55800,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0.0141196,,0.011305,0,0,0,,
56000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0,,
56200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.008176,0,,
56400,0,0.010586,0,0,,,0,0,0,0.01549261,0,0,0.03133192,0,0,0.01432359,0,,0,0.013463,0,0.027219,,
56600,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
56800,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
57000,0,0.010586,0,0,,,0,0.01914931,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
57200,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0,,0,0.013463,0,0.013609,,
57400,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
57600,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0.008176,0,,
57800,0,0,0,0.021024405,,,0,0,0,0.00774631,0,0,0,0,0,0,0,,0,0,0,0,,
58000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
58200,0,0.010586,0.01796,0.010512203,,,0,0,0,0,0,0,0,0.02584939,0,0,0,,0,0.013463,0,0,,
58400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
58600,0,0.010586,0.035919,0,,,0,0,0,0,0.00814326,0,0,0.0129247,0,0,0,,0,0,0.008176,0,,
58800,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
59000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.011305,0.013463,0,0.013609,,
59200,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0.0141196,,0,0.013463,0,0,,
59400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0.011305,0,0,0,,
59600,0,0,0.01796,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0.0141196,,0,0,0,0,,
59800,0,0,0.01796,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0,,
60000,0.041326,0.010586,0,0,,,0,0,0,0,0,0,0,0.0129247,0.01109047,0.0071618,0.0141196,,0,0,0,0,,
60200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0,,
60400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0.008176,0,,
60600,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0.011305,0,0,0,,
60800,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0.0129247,0,0,0.0141196,,0,0,0,0.013609,,
61000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
61200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.008176,0,,
61400,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0.011305,0,0,0,,
61600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.02148539,0,,0,0,0,0,,
61800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0.016353,0,,
62000,0,0,0,0,,,0,0,0,0,0,0.02975501,0.03133192,0,0,0.0071618,0.0141196,,0,0,0,0,,
62200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.011305,0,0,0,,
62400,0.041326,0,0.01796,0,,,0,0,0,0,0,0,0,0,0.01109047,0.0071618,0.0141196,,0,0,0.008176,0.013609,,
62600,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0.0071618,0,,0,0,0,0,,
62800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
63000,0,0.010586,0,0,,,0,0,0,0,0,0,0,0.0129247,0.01109047,0,0,,0,0,0.008176,0.013609,,
63200,0,0,0,0,,,0,0,0,0,0.00814326,0,0,0,0,0,0,,0,0,0,0,,
63400,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
63600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0.008176,0,,
63800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0.008176,0,,
64000,0,0,0,0.010512203,,,0,0,0,0,0,0,0.03133192,0,0,0,0.0141196,,0,0,0,0,,
64200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.01432359,0.0141196,,0,0,0.008176,0,,
64400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
64600,0,0.010586,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0.008176,0,,
64800,0.041326,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0141196,,0,0,0,0,,
65000,0,0,0,0.021024405,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,
65200,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.013609,,
65400,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0.0071618,0.0141196,,0,0,0,0,,
65600,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0.01109047,0.0071618,0,,0,0,0.008176,0,,
65800,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0.0071618,0,,0,0,0,0,,
66000,0,0.010586,0,0.021024405,,,0,0,0,0,0,0,0,0,0.01109047,0.0071618,0,,0,0,0,0,,
66200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.01432359,0,,0,0,0.008176,0,,
66400,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0.013609,,
66600,0,0,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0,,0,0,0,0,,
66800,0,0,0,0,,,0,0,0,0,0,0,0.03133192,0,0,0,0,,0,0,0.008176,0,,
67000,0,0,0,0,,,0,0,0,0,0,0,0,0.0129247,0,0,0,,0,0,0,0,,
67200,0,0,0,0.010512203,,,0,0,0,0,0,0,0,0,0,0,0,,0,0.013463,0,0,,
67400,0,0.010586,0,0,,,0,0,0,0,0,0,0,0,0.01109047,0,0.0141196,,0,0,0,0,,
